"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025",
"Algeria","DZA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","1527109960.17873","1187752143.98853","954443717.516093","1717998707.73294","1887677605.70056","2014936622.20026","1936686732.58984","1917124138.65742","2171436644.48072","2347499037.88895","2621373914.84001","2811343091.0236","3621378435.29148","4338542433.49203","5937060766.60886","7703199289.61505","8327114660.19825","10387684885.3972","12395629617.4891","14662882899.1087","17667982253.8404","19602354043.5534","20164662213.6008","21508519566.4885","27150274201.7207","30052905485.5006","36790373660.4742","38146359435.2029","35064778257.5374","34382336574.1577","35266505182.0216","21907797481.4424","24853368176.2863","27440086270.5028","23640485239.2291","23024280425.6668","24752992694.8531","24785425765.891","26502001257.8364","25095652010.6423","22776943098.6469","24822009696.792","25876641997.7435","28827866408.6396","34700876762.0586","36928361619.9659","39477378554.3241","45801718514.5846","54893392668.0169","55127754920.729","59139529015.8362","66323106745.5029","72593742204.8273","79098117134.7791","85524287296.7785","74705541235.0721","74337682806.349","79857872116.7867","81186389409.1377","82801452806.2917","76776334471.2913","78912548384.3263","85650981663.2596","100747302033.003","111162667740.628","",
"East Asia & Pacific (excluding high income)","EAP","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","43679155239.0597","47937853713.008","49525460564.5411","50384459546.882","53161657655.9071","57023567922.5092","61390135476.5394","65361843714.1336","66854898413.0135","70867712257.269","75647831016.2219","78550050807.2596","90695731262.7119","112921421205.263","127046609669.891","141415265057.236","147860202288.816","164956808085.51","154515788951.608","174947237278.5","208180408745.826","234001332520.849","249178620476.945","250956660175.7","265413870268.779","289740850076.078","284611619718.128","268960245473.012","305614415026.044","343703392608.849","370336512229.052","393450243952.262","427655328441.963","452568084691.892","542725216829.425","679526220603.967","789044866305.388","801730142531.666","711340140493.604","809221214938.836","878060672138.97","922357025908.815","1022791321227.54","1122037140354.78","1250534487528.86","1415321061337.39","1644635488139.68","2016744875243.39","2469928568780.61","2653230820189.69","3148600249165.79","3863131641659.47","4348477560810.57","4826662052580.93","5272916688274.12","5604669706807.97","5866740737883.71","6359629990540.25","7090373611312.62","7442426192259.6","7391946686865.13","8747262303050.54","8781521967669.48","9214141711838.15","9567419800980.04","",
"Early-demographic dividend","EAR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","106153338165.485","112613299006.676","117041922543.826","128583333349.763","147126281305.609","157481497774.978","151519079518.805","160114367984.891","170671481723.323","188917958416.391","200288651390.708","217115424899.457","236777311764.583","291815777946.299","376932815758.344","405393617224.693","425376671759.776","485439715584.21","576073490929.595","660478476215.274","813444247096.921","931386513201.916","911764888499.296","934048915303.443","945938870961.602","970346118685.946","1001817846364.4","1005845584528.94","1073260080151.38","1075315255198.3","1265788827459.4","1355919679256.59","1488184925864.6","1593446806085.4","1661338476316.81","1695296269687.12","1822812322485.43","1953458747525.93","1912380230046.75","2019640219492.36","2158003639315.48","2154639183181.32","2078292621324.56","2281279990088.71","2585000128117.6","2946622394996.71","3292301133457.56","3909802173930.81","4365178761539.91","4289505548533.72","5096653101838.6","5702544418930.67","6000525948835.82","6193974955724.14","6397254326310.08","6371802070933.92","6552259277477.74","7044990366369.24","7096625898357.54","7319861495941.03","6862262640493.03","7930025015851.61","8739423075505.73","9331002382837.88","10020419742252.8","",
"East Asia & Pacific","EAS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","171625966242.742","180319330724.923","194281351811.188","211427765791.599","235293504574.48","292775272918.666","381727967771.91","443839441237.574","501216748068.979","554059193023.547","656114566819.992","824231531539.983","899989168649.573","977994640813.441","1084333203701.5","1082058685278.72","1147872068586.3","1207185055575.72","1265043993013.65","1634255548783.99","1901580330933.4","2265420377868.69","2376665066100.1","2486002979121.16","2787061929237.23","3071425817586.96","3463944310079.77","3925144811358.52","4463470208702.35","4303855544594.62","4106874346327.29","3660565935098.61","4177886883253.49","4490808640855","4206640311560.62","4293428912127.17","4662516381828.62","5141014781537.09","5436284187806.89","5662652665821.59","6178671444812.22","7042828510428.34","7249599437666.74","8258220332840.33","9529088928270.61","10191087796525","10184807086629.9","10448313196390.4","10342829673276.6","10826202577293.6","11439845853449.8","12400119191239.4","12731731205712.4","12475729565461.5","14040300392551.2","13760257150260.3","14472915109004.5","14955015787491.6","",
"Europe & Central Asia (excluding high income)","ECA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","216856917473.686","210859536659.212","200659411245.26","223595786256.103","179889549032.224","243881883682.955","260008159278.536","276456103989.959","280221113525.094","262879644067.486","263125057548.478","217448233555.231","252289542117.04","325270522706.193","412500814756.836","500939865659.694","565345828225.819","710457704622.905","842113777657.213","710710844441.108","838402290072.7","941236454665.514","990642359687.189","1090497143532.01","1027801785791.25","902913631781.412","865945896327.549","885745934618.504","849182330627.187","882063478460.315","845777656702.088","960281133614.316","1029015121173.66","1228672216206.03","1413432194787.03","",
"Europe & Central Asia","ECS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","584492052792.542","660940170518.55","793079134934.025","999384085658.832","1135018995197.84","1351454880043.03","1396913760883.41","1581880406528.17","1922137057259.96","2355051174846.47","2688052047236.97","2414624868429.61","2330319978256.06","2257583536317.78","2155559403656","2226011899152.23","3020180856347.73","3756588267445.93","4149514347970.28","4145497535601.27","5086409658357.95","5248289413566.77","5627219331409.84","5226278383577.79","5464044404707.95","6234362646749.02","6405300314739.43","6113076628873.89","6243165737484.45","6189294297169.23","5803145215775.54","5842376592222.9","6375428827589.19","7751094914825.44","8989448968122.66","9542466968528.13","10187873176192.1","11791468459445.8","12966795261909.6","11665241129178.6","11832706900990.5","13021848422349.2","12601627341094.1","13177092137959.3","13287959864619.8","11381814685666","11327785897613.2","11934013027039.9","12690738457087.5","12489238305367.3","11712921613877.5","13195543734114.7","13409867393590.8","14569433878213.7","","",
"Ecuador","ECU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","1368323971.64721","1157966506.11693","1009285994.9916","1221413727.17532","1514285620.81237","1611550932.89686","1678521011.56454","1826797035.78014","1996564354.32572","2268127433.04043","2127284969.50039","2071127069.86647","2251262354.66789","2624959355.5313","3657256826.01966","4774271876.22871","5518429327.64794","6222603627.1374","6849403864.45107","8312456666.74337","10203640543.8205","12864065887.5601","12755329802.9756","10926681880.6208","10709768979.3411","10742355588.3268","9597166042.53437","9247219418.10127","8126759717.90488","8859019470.32629","9553833286.14406","10951392696.3482","11567676838.4192","13525682841.4207","16117491745.8729","17664731365.6828","17723025512.7564","19817376688.3442","20293185592.7964","12779283641.8209","11156550275.1376","16797409000","19873107000","22235392000","24770328000","27470939000","29901522000","32095555000","36968542000","37954004000","43384728000","48350117000","53149769000","57508909000","60881624000","62465713000","62041043000","65677273000","67523021000","68594786000","60888654000","68528504000","74428140000","79510850000","80881491000","",
"Egypt, Arab Rep.","EGY","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","2984418881.1229","3131730233.5732","2883885593.92221","2926057366.54837","3176297141.33257","3319790301.44168","3591625296.78394","3865103936.31137","4182242990.65421","4462953995.15738","5358201456.92037","5797755674.57281","6292657704.23992","6770843860.53562","6173072927.48805","7689390618.14993","8746573982.12513","9377828451.14892","9863553668.89024","12269714285.7143","14989108093.0556","13967567567.5676","17838669950.7389","20023282887.078","22253278864.7603","25232959899.487","26473339569.6913","28201098350.3535","24758659852.3566","27932672862.4535","30910722296.9942","27318045862.4128","30391478349.833","34513805522.2089","38701067615.6584","44795045709.2303","52034198113.2076","60530973451.3274","65053128689.4923","68062518431.1413","75737560546.015","72776280323.4501","62808988764.0449","58634615384.6154","56461038961.039","64152514152.5142","75843478260.8696","94430823117.338","117745454545.455","143938294010.889","163303085299.456","178330464716.007","225283333333.333","232976744186.047","253457675753.228","271495956873.315","276220858895.706","209843750000","213680360157.569","254612756264.237","310212102308.172","352326322498.407","379896656534.954","312623079239.576","340742808644.423","",
"Euro area","EMU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","363793632587.432","412651697082.958","498557161257.783","642108985279.26","728447033184.596","867834313632.163","903663024057.665","1030345088048.85","1247460191678.18","1519510757915.99","1722080154109.37","1513819498317.5","1467113306771","1427200426233.68","1360943278793.33","1396346629999.07","1934644291935.29","2405580407148.1","2615531031489.68","2674063106243.98","3335195705053.43","3470509583405.53","3847894705700.12","3524372842132.81","3701229870451.44","4238589289294","4313920177071.49","3923709668292.47","4021040797187.42","4013691004540.34","3667208401999.41","3712715638307.16","4025406459134.46","4977424331079.85","5680611822834.84","5907200725061.86","6225424952275.43","7084834968897.99","7839961664508.65","7299913820086.59","7101284656279.49","7634889424199.38","7099629268183.78","7372602465839.14","7472680707846.34","6377045442186.16","6517806811367.37","6859684334576.44","7387735294784.49","7179242911206.87","6798329589394.61","7516835976278.43","7445651797185.15","8150899993146.68","","",
"Eritrea","ERI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495952697.837802","436261760.881206","530665584.415584","545296875","636855601.176711","652036833.844914","601184648.590791","479093441.345882","506797028.571429","545757920.012393","611333486.266203","765628077.061565","1077404184.95014","1023744024.64563","1112583362.60163","1116425008.13008","1140436943.08943","1662473378.86179","1807450302.43902","2027246900.81301","","","","","","","","","","","","","","",
"Spain","ESP","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","26230760637.0335","29920107784.4311","37705371472.9485","49911367789.8344","62362281511.3931","73699597101.4493","77715050982.3427","85978462212.4863","102380874565.972","137998953891.919","152499825945.695","133786395746.981","128646992276.238","111088529002.32","109392830676.878","114404311154.599","157056963288.583","199179101199.299","232113730895.586","257022645115.952","329414312765.263","353866640512.41","391049392166.423","324945117008.759","327231321574.96","374841206298.372","388552476027.847","355279545454.545","369502171734.046","378438032664.866","356728722032.942","372116156110.237","415917222172.942","525671726282.744","622681328961.005","670135445665.369","728117990968.234","849471625915.297","937633084926.562","849072404533.984","826087197916.668","865914483511.675","788517205955.859","799192373861.963","813987044057.644","699231666365.234","717566546445.527","766039065127.06","826046974790.588","799903718862.744","716733769346.305","812699897484.483","807278669527.24","879142757847.074","","",
"Estonia","EST","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2338174120.1376","2416695032.65387","2517656963.02124","2773091429.31461","2988627141.56898","3255892757.81511","3234255749.57411","3093478300.93062","3426441679.34831","4084068946.02995","5457455962.05962","6731664596.27329","7668585996.76657","9215747083.17651","11764523679.1678","12976717445.4372","10472636843.5677","10235848845.3334","11665431328.2491","11692116525.3047","12920371892.5612","13484568588.4529","11764721045.2551","12389284281.7296","13522397780.1518","15347374218.3757","15632197642.6902","15592619365.1642","18360163939.6005","19507276369.6324","21582335895.1102","","",
"Ethiopia","ETH","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23144446011.1663","31384316099.6813","35005782229.7521","39047861935.9168","44245229641.1483","45513738921.3974","50806919600","54723187261.3636","63074073109.215","69116465976.6082","78771613389.4472","95315050188","107230732526.48","120137735438.374","",
"European Union","EUU","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","409443001132.819","463037298257.123","558405031219.016","717781179356.295","813644472831.548","970664183704.183","1015274225417.2","1153642261261.18","1390700386382.59","1689043847839.09","1908860196982.45","1681639306843.67","1624609807160.7","1574947421083.65","1506553971460.69","1548204360242.44","2140676519885.39","2662180265294.09","2890668353365.19","2952374261712.58","3671807216720.48","3799350536403.88","4204001003615.07","3843111691124.38","4043541601189.15","4636276937779.52","4740518250034.12","4327656725743.45","4446290752029.8","4432110758489.39","4070966885401.96","4127977437573.74","4488340377139.67","5531368263820.2","6329413574584.3","6627187260726.23","7007518590516.67","8027632881258.94","8942173840399.28","8248051625663.81","8099919866469.73","8741470416409.99","8148530352704.25","8457911630477.45","8569270210157.53","7327290136571.19","7485420296528.19","7919293826358.4","8551226972827.49","8325546651376.02","7930342594404.26","8809425526947.1","8745236162519.96","9589235980213.31","","",
"Fragile and conflict affected situations","FCS","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","6173028029.44507","6726484796.81728","7977069113.85145","10286769877.0811","12682123838.0337","15573643122.6766","16999099861.5172","18021710196.252","19494246931.4079","23455231262.4027","27833917755.8177","27168641499.0355","27859874182.805","26802946199.8292","27386228729.719","29092478894.858","38353272343.4201","47762748545.9218","55402985074.6269","59821255369.267","70797698647.1777","67947360682.2526","60783116538.3594","48060789008.015","54290267501.4229","68380991285.403","68106393994.3049","63576909861.4134","65797730307.0761","66068547780.309","60238010447.059","61596025128.3465","67749411857.6472","85231804388.6273","97514478207.7223","101699403405.447","108149749065.882","124536709901.569","140920435238.281","132187714468.359","131272464333.334","146517209922.179","139585865255.859","147033291885.491","149858873972.941","127753752278.125","130814916778.6","135901775210.588","146362778127.059","141144465670.588","139066945049.028","151983312585.269","146332691803.503","157497588274.513","","",
"Fiji","FJI","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","35611510587.557","38764370887.6829","43376076788.1198","48723848683.6135","53108357318.4282","56626593338.1219","61065576171.1267","66022728206.4278","72340406557.5017","78391071011.3515","80562182591.2366","90112465964.2477","110230169050.715","141551266941.662","154058919803.601","196848707358.115","203258672493.854","223281626103.236","274087209302.326","333283996299.722","383908723998.758","345938442969.221","330196626409.821","314432395214.734","297771522930.271","313161045408.089","432472772042.807","529574375204.627","566671071467.9","566736582356.57","700662570774.605","698822229973.259","772365551425.031","732410238591.615","766717863894.14","875966618478.118","885145531478.395","786507080242.751","811048476762.286","800523873976.063","735497610323.139","745599042879.528","810357628318.825","1000562269080.39","1145724838459.85","1195025840211.67","1258575848340","1439813264175.69","1596016770512.5","1495682377055.86","1464262012633.34","1575335613803.51","1468474908292.97","1536288588800.4","1551065849210.58","1318289931253.91","1341911926533.86","1400976370362.36","1503816844193.72","1462924811513.72","1408333513315.18","1555883050503.85","1483819244533.08","1628357033613.75","","",
"Faroe Islands","FRO","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","563676692.444082","602301526.323636","548821102.283963","581690069.600233","644937866.020226","816494686.363455","972466127.429601","1136451939.41547","1159148702.03663","1283024177.85253","1344394641.87954","1343812484.06275","1196996839.48027","1306104704.44308","1311425373.19102","1376810974.88886","1418930391.92925","1208518488.73654","1284486367.37308","1295810790.81548","1374999821.84198","1367354744.70372","1425050961.82418","1560302776.69179","1476635917.80355","1600751246.1758","1645838071.6662","",
"Micronesia, Fed. Sts.","FSM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","89400000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","118667321.782242","134734846.621011","143634769.056489","330208801.563959","381380264.715099","506735712.129321","495081629.753818","660209242.28872","871238087.945068","1027634545.73527","1118896714.82884","1032637175.0568","989329926.110688","1011635684.05766","1063721041.84812","1078878162.49834","1612158480.55539","1693637528.20198","1832812705.18525","2299313222.56917","2960720723.09255","2403422527.66309","2774987973.27689","2118311907.66987","1803136607.29555","2047468141.26987","2229200631.49734","1792770102.72864","2089555540.36599","1995162896.94105","1634667643.27824","1811741097.33303","1990927873.71632","2429986643.87933","2731024338.48352","2877940126.66993","3110752846.39799","3677141692.72128","4216575845.56141","4246623283.09873","4404139032.23478","5021224207.66485","5055872060.29357","5680506393.13708","6278553005.78525","5442339301.95339","5671152360.24215","5967277898.5175","6513218333.09809","6357215782.35636","6429020661.92885","6649439900.87856","6146854786.38342","6685090126.22688","6998715103.31509","",
"United Kingdom","GBR","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","54106198930.5093","56906469295.142","60273927009.5544","64179401686.6152","68506211777.7996","72826539871.8437","76968611644.5273","79801388019.9978","74668356084.7767","79246577863.976","86432102231.8215","98269535166.7072","114199650349.65","128234691327.781","141248370733.988","164444765486.726","155371933513.028","172222846677.132","218133277085.331","285837994493.859","364044699047.176","350390677250.804","333912361984.626","318090670001.516","300354076882.149","317391826232.033","402287000879.507","493684237620.526","607320891141.942","612933138089.005","726461882102.273","766753504409.171","804048901368.901","733583045890.822","787933904193.45","856368944295.408","909187207488.3","1024834643091.03","1094402119907.25","1122368548778.51","1101626569829.02","1091632359291.78","1176217026378.9","1342558367346.94","1577207982424.02","1641500000000","1725611775528.98","1965984393757.5","1866400735294.12","1551120112167","1587065481997.08","1703887871297.96","1737708289215.04","1802662287399.51","1972398492660.83","1876607568973.35","1741000538326.79","1720613294269.13","1856599641844.36","1822642048245.42","1597530354152.75","1883375082245.24","1910837817492.18","2064938048482.15","","",
"Georgia","GEO","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","4171628951.45145","5238019159.52713","5581976761.68918","5220691257.66974","4172185430.46358","3133811526.09448","3052335398.59018","3491294657.16061","2744511536.00794","3259476616.97115","3581801387.28324","3039729187.36783","2272352072.12387","2767410068.30256","2558572360.9599","2642447447.82356","3205648637.94188","3955185726.21035","4686885404.16787","6602663509.38227","8098931332.80495","10938548100.6069","9625755842.45792","9755778240.09085","12238589441.4155","13234545722.1101","13241211891.6644","13640173543.4824","11456738649.353","10940857176.0555","11830102066.4328","12396162556.7173","12150966231.5551","12788257902.6916","15355279393.9582","18274142137.0276","21996831224.279","24079466876.6452","",
"Ghana","GHA","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","886658975.96928","1033735109.4239","1061749611.0343","1173807617.47592","1259251847.38765","1587021516.22938","1682270821.70475","1349888326.7137","1209980202.81331","1462958235.49227","1647298817.44438","1870842039.0062","1580280514.26236","2255289776.53894","2263975155.2795","2060106382.97872","2190677966.1017","2467714285.71429","3100523560.20942","3341025641.02564","3729564315.3527","3682151162.7907","3623716153.12792","3684898589.06526","3908855185.90998","3782116596.63866","4768102288.02153","4336680272.10884","4411585245.25317","4440277932.18455","5018509320.57886","5493792671.97998","5558534966.23555","4745397789.45908","4020673237.9039","4934607301.89969","5181501342.12184","5748800757.8273","5942505818.32969","6614771060.93166","4199232546.48856","4425058738.945","5098457125.47813","6217534761.48063","7150728353.13148","8699107057.04428","17111423145.053","22939134523.3155","27025072913.4494","23184641560.9762","30141414897.9393","33760162564.7349","34551648859.8895","47965599628.4114","39335681669.2315","36320098978.323","40506865840.2326","46057185838.9145","48584532811.7433","52108711376.4529","54233692739.5117","61667449004.0896","57455010578.4335","68650427207.9994","69109360097.3833","",
"Gibraltar","GIB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","1408910414.52681","1447184131.74526","1810508314.47754","1697970211.17531","1783699721.39172","2047822839.3553","2343194098.13999","2345669990.15363","2512239004.49741","2751086602.88891","2974564828.77634","2833424321.99378","2857229269.78548","2685512563.79685","2302743837.2791","2196026294.02624","2353157769.02905","2392952263.76228","2672585397.3913","2167641399.47568","3835990814.66375","5893766154.70017","6178390039.72375","6281142669.13719","5480756667.14648","5544493658.26333","6102990535.82935","7129991549.78281","7267278824.6825","7543994455.79384","7181323751.14049","7679963002.33722","8719743236.01285","9840219193.52677","10270093984.0529","11811822138.6341","14373938515.1391","15830268377.0635","17260102579.7516","",
"Gambia, The","GMB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","94261539.0452499","122697980.817406","145206035.110908","151772562.541292","112671329.58491","131665727.601102","114721014.183792","96678122.9544834","178395577.258021","138173863.832787","156724598.552527","197100331.925998","214318218.710074","239681675.016297","569010015.98394","568938550.751682","672566600.240783","702467080.459343","657191926.251","792577716.041148","664631255.547091","742982674.220857","710941342.114658","703653923.226557","558208599.671145","511841835.140132","425338136.285551","874423157.604992","955576071.235736","904412766.817889","1116934682.88032","1454329983.07975","1310896515.77683","1440028068.01696","1211478565.93957","1109170164.64127","1176742702.45109","1074842339.25212","1125435952.79071","1172567019.84261","1294574839.75864","1478523130.84743","1567081164.86722","1590021309.99273","1830610456.7738","2018443312.94091","2211034508.39255","2073991952.12299","",
"Guinea-Bissau","GNB","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","156933437.386742","164349876.128678","195477437.590768","207494725.423729","236687909.539474","233650186.712124","238101795.324499","253989315.038227","270066759.365994","272681331.053642","","282737027.272727","325929163.368841","332226536.60762","304991794.420702","391051067.665825","303239405.63569","369090986.669036","360769305.270902","482530741.441559","550991946.442863","576235668.359796","518428443.805331","529183587.11644","544883832.155393","625649957.865638","644624124.01878","667520416.67864","553103567.999266","562661579.820403","350383819.752562","381010649.08734","365206297.990913","391742985.422391","471795986.070658","541582366.328441","583823820.854882","627656031.955526","857653195.821119","765693162.798069","774268055.072959","906447961.293366","852291248.610452","878796114.855921","861898648.876767","839678919.884972","903593639.422401","1014218813.4384","1070333783.99903","1149746912.3353","1139815897.01786","1331689318.17884","1390470233.1836","1552990926.27023","1622720232.75424","",
"Equatorial Guinea","GNQ","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1148532786.53249","2028210134.40492","2561650045.44442","3168660576.37103","3456464111.72878","3819019631.23412","4347585851.84713","4507994179.47878","5667313486.35325","6045775563.47366","5134187990.98255","5367384175.05545","5731427388.03949","6337287688.67224","6394020451.70296","6016784581.1331","6471476098.59455","6348140147.0019","6498836448.73487","6754876797.11503","",
"Greece","GRC","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","3205071651.0003","3468369165.12911","3678407456.45691","3997485743.28261","4469049648.81238","4990510710.61529","5514186647.32676","5991486510.95304","6485517198.88852","7108623981.49462","8012818181.81818","8688715909.09091","9613875000","11997525891.8297","14640704545.4545","16605207226.3549","17688339552.2388","21529870490.2868","26376920222.6345","32118022079.1168","34337370103.9169","32304298892.9889","33543948979.5918","31006524767.8019","28999114268.4401","28461171971.3792","33859242940.6037","42144438852.5415","49096877251.9817","51738978178.7663","65181055460.0172","69811166573.1912","78968319628.173","74361868311.5339","79502348314.6068","93067745256.6554","99128462627.4066","95494903282.1665","96769901994.6962","95157626335.5948","87267401464.7484","90177009794.443","102238455144.774","131069203871.067","154264920402.959","163986675153.133","175602875880.473","206752527577.156","239790465571.4","225728973333.991","199840054907.5","197325632571.605","169946935053.321","166744063032.718","162645659480.94","133645720627.629","131330632901","137882249782.451","146820102760.98","141724340032.972","132323628243.678","146420030968.471","148981693570.399","162899569574.124","","",
"Grenada","GRD","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","697241651.186997","856660185.339582","880103253.175385","917807928.932272","1034020788.43052","1127805464.3947","1100120558.85736","1081155567.80448","1177209729.26095","1109249308.9311","1142760587.37478","1185272002.49017","992463183.572543","1014287883.12285","1049267343.87487","1099591281.75429","1050341954.88771","1053491267.09376","1126622028.26639","1029585006.08805","1084023505.80279","","",
"Guatemala","GTM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","876000000","914200000","984700000","1066900000","1078100000","1093900000","1138800000","1200800000","1278400000","1378800000","1493300000","1588000000","1682000000","2033600000","2469900000","2874800100","3396000000","4126500100","4674900000","5431499800","6216999900","7022000100","7149000200","7501000200","7851700200","8028608782.6087","5865935844.74886","5995680160","6598855343.51145","7044495276.98864","6397677159.57927","7891483749.8608","8820379760.3","9663825134.24601","11175506594.1879","12545945220.8034","13637989476.622","15469832132.1965","16487631161.6414","15511121010.6563","16186790313.0671","15600678874.7044","17289320978.8153","18522654270.9265","20494666101.8894","23871126143.9696","26531025088.5516","29773463074.0552","34938280440.2312","32422106485.8351","35588044075.7127","40656545737.1717","43305218708.3725","45342876680.0385","49329377309.2456","52433656829.0677","55857557042.9071","60841488082.5766","62888127498.1996","65485302099.6796","64880894731.0484","74363181172.1884","84629109266.5641","91184281306.3475","99588845282.4488","",
"Guam","GUM","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2222000000","2110000000","2242000000","2434000000","2459000000","2549000000","2779000000","2847000000","2860000000","2950000000","3206000000","3218000000","3260000000","3287000000","3384000000","3549000000","3604000000","3636000000","3567000000","3828000000","4140000000","","","",
"Guyana","GUY","Households and NPISHs Final consumption expenditure (current US$)","NE.CON.PRVT.CD","116608041.813229","120808031.313255","117074707.313232","95199762.000595","129324676.688308","138941176.470588","151176470.588235","152294117.647059","136550000","148350000","162850000","168150000","176809523.809524","198714285.714286","237272727.272727","234291666.666667","269480000","273080000","284760000","276800000","334120000","359107142.857143","320733333.333333","343500000","269921052.631579","271860441.860465","178116279.069767","186836744.897959","227800010","260110286.764706","287139243.037975","220599202.146691","205366956.834532","277452500.768049","380037808.387563","389580107.746479","409298985.042735","452413024.487188","463664565.935198","445118379.981798","471505079.756619","478415526.798346","475838699.289329","452141654.735602","463824734.314133","605513445.90369","","","","","","","","","","","","","","","","","","","","",
